秖代ら戳	丁	ID	翴	翴	秖代	cell pos.	Target Vpk	Initial Vpk	OD_Rise	OD_fall	Normalized_V	Specific_target	Photo Sensor	放Sensor	放	玻珇	Rise-mean (10-90)	Rise-stdev (10-90)	Fall-mean (10-90)	Fall-stdev (10-90)	Rise-mean (5-95)	Rise-stdev (5-95)	Fall-mean (5-95)	Fall-stdev (5-95)	Vcom	Flicker	Base lv-mean	Top lv-mean	WXT (%)	BXT (%)	WXT_*	BXT_*	Overshooting or not	Overshooting %	獹ΛЮ丁	overshooting_peak	overshooting_top	(RisePeak-top)/top	(FallPeak-base)/base	delta_peak	delta_v	delta_m	c_a	peak	top	HLH_(Peak-Top)	HLH_area
2021/06/10	11:24:36	T108C001NM2E	5	ART-R03	21004350	9	6.5	0.2	6.5	0.2	0	0	3	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	4.70592	0.00425115	6.02978	0.00315701	6.22378	0.00714153	8.0024	0.00800475	0	2.18786e-005	0.00598664	2.94747	-	-	-	-	V	2.52204	0.2012	3.02156	2.94723	-0.0219395	26.0577	0.00238487	6.50395e-006	1.75577e-005	0	0.978016	2.94723	70.2104	0.0033522
2021/06/10	11:24:36	T108C001NM2X	6	ART-R03	21004350	17	6.5	0.2	6.5	0.2	0	0	4	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	5.88982	0.0057454	10.716	0.00270864	8.21568	0.0230396	14.1812	0.003627	0	0.000108758	0.00564848	2.83131	-	-	-	-	X	0.104702	0.22695	2.83418	2.83121	-0.05615	122.595	0.00273903	0.000309224	2.48817e-007	0	0.943739	2.83121	123119	0.0431984
2021/06/10	11:24:36	T108C001NM24	6	ART-R03	21004350	18	6.5	0.2	6.5	0.2	0	0	5	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	4.56788	0.00569656	6.06929	0.00343535	6.10004	0.0130665	8.04114	0.00751992	0	0.000136047	0.00314089	2.20708	-	-	-	-	V	2.44872	0.14045	2.26105	2.20701	-0.0215539	38.7398	0.00222954	5.71812e-006	6.75407e-005	0	0.978417	2.20701	18.3413	0.00228209
2021/06/10	11:24:36	NAN	5	ART-R03	21004350	26	6.5	0.2	6.5	0.2	0	0	6	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	3.68197	0.0140158	2.71976	0.00390774	4.93363	0.0217134	3.66638	0.0299234	0	0.000350443	0.000973365	0.201393	-	-	-	-	V	1.47861	0.2334	0.20427	0.201293	-0.00677119	0.0857	0.00190284	0.001106	4.96405e-006	0.140129	0.993195	0.201293	-35.2437	9.22644e-008
2021/06/10	11:24:36	NAN	5	ART-R03	21004350	25	6.5	0.2	6.5	0.2	0	0	7	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	3.80299	0.00922947	2.96571	0.00368969	5.05633	0.0144262	3.96281	0.0125854	0	0.000190241	0.00107369	0.332501	-	-	-	-	V	1.24321	0.1752	0.336554	0.332421	-0.00447842	0.709002	0.0020797	0.000139044	3.12446e-006	0.0681673	0.995507	0.332421	93.0946	1.99772e-007
2021/06/10	11:25:05	T108C001NM21	6	ART-R03	21004350	1	7	0.2	7	0.2	0	0	0	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	4.53178	0.00216891	5.81743	0.00422905	5.98838	0.012137	7.72281	0.00342458	0	7.25332e-005	0.0042995	2.44256	-	-	-	-	V	3.22656	0.15125	2.52102	2.44222	-0.015937	26.212	0.00219436	5.57292e-005	2.2712e-005	0.00134292	0.984035	2.44222	543.468	0.00261117
2021/06/10	11:25:05	T108C001NM27	6	ART-R03	21004350	2	7	0.2	7	0.2	0	0	1	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	4.27455	0.00219913	5.44594	0.000491939	5.65009	0.0031924	7.22342	0.00105613	0	4.79897e-005	0.00235564	2.29998	-	-	-	-	V	3.22433	0.2013	2.37345	2.29931	-0.0157812	36.2762	0.00222181	5.42657e-005	2.1936e-005	0.000916102	0.984203	2.29931	34.4888	0.00202503
2021/06/10	11:25:05	T108C001NM2K	5	ART-R03	21004350	10	7	0.2	7	0.2	0	0	2	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	4.35168	0.00412313	6.27594	0.00164311	5.75336	0.00678109	8.30674	0.00290527	0	9.4817e-005	0.00526633	2.71688	-	-	-	-	V	3.40863	0.1849	2.80873	2.71615	-0.0141325	30.1693	0.00220107	3.20797e-006	2.61171e-005	0	0.98584	2.71615	-169.159	0.00372411
2021/06/10	11:25:05	T108C001NM2E	5	ART-R03	21004350	9	7	0.2	7	0.2	0	0	3	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	4.40992	0.00346442	6.04654	0.00142886	5.83625	0.010762	8.01937	0.00189251	0	4.06838e-005	0.00600626	2.96299	-	-	-	-	V	3.22394	0.25155	3.05788	2.96238	-0.0155781	25.8027	0.00220823	3.20008e-006	2.3543e-005	0	0.98439	2.96238	61.9305	0.00366006
2021/06/10	11:25:06	T108C001NM2X	6	ART-R03	21004350	17	7	0.2	7	0.2	0	0	4	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	5.28339	0.00820617	10.7156	0.00315239	7.5046	0.0258864	14.1733	0.0100944	0	0.000118551	0.00561488	2.81844	-	-	-	-	X	0.085973	0.1768	2.82234	2.81992	-0.0455498	119.424	0.002586	0.000283388	1.63958e-007	0	0.95436	2.81992	108870	0.0430711
2021/06/10	11:25:06	T108C001NM24	6	ART-R03	21004350	18	7	0.2	7	0.2	0	0	5	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	4.24844	0.00507438	6.07461	0.00152031	5.6829	0.012674	8.0357	0.00353772	0	0.000134022	0.0031673	2.21067	-	-	-	-	V	3.09348	0.2576	2.27926	2.21087	-0.0158288	36.3183	0.00204694	2.98382e-006	8.35102e-005	0	0.984149	2.21087	-616.326	0.00289766
2021/06/10	11:25:06	NAN	5	ART-R03	21004350	26	7	0.2	7	0.2	0	0	6	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	3.47034	0.0193588	2.74724	0.00918184	4.69458	0.0301091	3.71781	0.017987	0	0.000307626	0.000972609	0.216092	-	-	-	-	V	1.19897	0.22505	0.218734	0.216143	-0.00550103	0.0499881	0.00169806	0.00580436	3.1633e-006	0.136417	0.994474	0.216143	9.81551	7.63671e-008
2021/06/10	11:25:06	NAN	5	ART-R03	21004350	25	7	0.2	7	0.2	0	0	7	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	3.5013	0.00725449	2.99108	0.005889	4.69806	0.0111744	4.00347	0.00633859	0	0.000137623	0.00110233	0.344916	-	-	-	-	X	0.871662	0.22525	0.347961	0.344954	-0.00186157	0.607821	0.00202067	0.000105494	2.23072e-006	0.0453051	0.998132	0.344954	-9.83096	1.55096e-007
2021/06/10	11:25:42	T108C001NM2D	2	ART-R03	21004350	3	3.5	0.2	3.5	0.2	0	0	0	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	10.7802	0.0558156	6.23866	0.083981	13.5277	0.125406	8.37325	0.10369	0	0.000435422	0.00448173	1.71962	-	-	-	-	X	0.179083	0.15835	1.72025	1.71717	-0.19013	23.0784	0.0044532	0.00136008	4.27218e-007	0.0227895	0.809377	1.71717	318.046	0.00224661
2021/06/10	11:25:42	T108C001NM2J	2	ART-R03	21004350	4	3.5	0.2	3.5	0.2	0	0	1	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	10.6813	0.0732611	6.03466	0.0877319	13.4193	0.101935	8.09312	0.109295	0	0.000414391	0.00330233	1.57313	-	-	-	-	X	0.22482	0.25835	1.5729	1.56938	-0.17997	26.2871	0.00438253	0.00146258	4.12045e-007	0.0262234	0.819657	1.56938	-1575.52	0.00206561
2021/06/10	11:25:42	T108C001NM2W	1	ART-R03	21004350	12	3.5	0.2	3.5	0.2	0	0	2	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	11.3597	0.134625	6.93266	0.132905	14.3815	0.152564	9.26416	0.187003	0	0.000356592	0.00394459	2.18339	-	-	-	-	X	0.167038	0.2251	2.18459	2.18095	-0.209807	44.1436	0.00455763	0.00131855	4.19378e-007	0.0191764	0.789813	2.18095	-181.929	0.00298968
2021/06/10	11:25:42	T108C001NM2Q	1	ART-R03	21004350	11	3.5	0.2	3.5	0.2	0	0	3	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	11.3252	0.135318	6.86636	0.135878	14.3273	0.147032	9.19443	0.185046	0	0.000355331	0.00697199	2.45561	-	-	-	-	X	0.144547	0.1252	2.45583	2.45229	-0.208563	26.6616	0.00454238	0.00142177	4.31145e-007	0.0197192	0.79084	2.45229	-1.528e+006	0.0386979
2021/06/10	11:25:43	T108C001NM2A	2	ART-R03	21004350	19	3.5	0.2	3.5	0.2	0	0	4	Dev3 : USB-TC01_ch0	2065.958	TB2224CL	11.9503	0.106516	7.64769	0.107363	15.3786	0.137105	10.2176	0.141858	0	0.000187648	0.00592258	1.95036	-	-	-	-	X	0.227242	0.2252	1.95283	1.9484	-0.244821	34.1954	0.00474546	0.00135975	4.52658e-007	0.00302831	0.754435	1.9484	-16587	0.00322623
